content_id	content	subject	sentiment_value
336	the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occasion.	ambience	negative
337	the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acoustics are horrid, everything echoes is extremely loud).	food	negative
338	the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acoustics are horrid, everything echoes is extremely loud).	service	negative
339	the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acoustics are horrid, everything echoes is extremely loud).	ambience	conflict
340	spreads and toppings are great - though a bit pricey.	food	positive
341	spreads and toppings are great - though a bit pricey.	price	negative
342	the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	service	negative
343	the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	ambience	positive
344	good food at the restaurant (a bit expensive, but great if you want to impress your date).	food	positive
345	good food at the restaurant (a bit expensive, but great if you want to impress your date).	price	negative
346	from the moment we walked in they were more than accommodating even though the place was packed.	service	positive
347	from the moment we walked in they were more than accommodating even though the place was packed.	ambience	negative
348	the drinks are a saving grace, but service staff, please, get over yourselves.	food	positive
349	the drinks are a saving grace, but service staff, please, get over yourselves.	service	negative
350	while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.	food	conflict
351	while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.	price	negative
352	while this can hardly be called a restaurant, it is possibly the best deal in manhattan: $4 for a plate heaped with rice and 2-3 entrees.	ambience	negative
353	while this can hardly be called a restaurant, it is possibly the best deal in manhattan: $4 for a plate heaped with rice and 2-3 entrees.	price	positive
354	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	service	negative
355	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	misc	conflict
356	such nice people working here - but i have to review the food.	food	neutral
357	such nice people working here - but i have to review the food.	service	positive
358	the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	service	neutral
359	the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	ambience	negative
360	however, if you want great food at a great price and don't mind the decor, you can't beat this place.	food	positive
361	however, if you want great food at a great price and don't mind the decor, you can't beat this place.	ambience	negative
362	however, if you want great food at a great price and don't mind the decor, you can't beat this place.	price	positive
363	sake collection was excellent (try nanbu bijin), but pricey.	food	positive
364	sake collection was excellent (try nanbu bijin), but pricey.	price	negative
