content_id	content	subject	sentiment_value
334	spreads and toppings are great - though a bit pricey.	food	positive
335	spreads and toppings are great - though a bit pricey.	price	negative
336	the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	service	negative
337	the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.	ambience	positive
338	good food at the restaurant (a bit expensive, but great if you want to impress your date).	food	positive
339	good food at the restaurant (a bit expensive, but great if you want to impress your date).	price	negative
340	from the moment we walked in they were more than accommodating even though the place was packed.	service	positive
341	from the moment we walked in they were more than accommodating even though the place was packed.	ambience	negative
342	the drinks are a saving grace, but service staff, please, get over yourselves.	food	positive
343	the drinks are a saving grace, but service staff, please, get over yourselves.	service	negative
344	while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.	food	neutral
345	while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.	price	negative
346	while this can hardly be called a restaurant, it is possibly the best deal in manhattan: $4 for a plate heaped with rice and 2-3 entrees.	ambience	negative
347	while this can hardly be called a restaurant, it is possibly the best deal in manhattan: $4 for a plate heaped with rice and 2-3 entrees.	price	positive
348	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	service	negative
349	they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.	misc	neutral
350	such nice people working here - but i have to review the food.	food	neutral
351	such nice people working here - but i have to review the food.	service	positive
352	the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	service	neutral
353	the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.	ambience	negative
354	however, if you want great food at a great price and don't mind the decor, you can't beat this place.	food	positive
355	however, if you want great food at a great price and don't mind the decor, you can't beat this place.	ambience	negative
356	however, if you want great food at a great price and don't mind the decor, you can't beat this place.	price	positive
357	sake collection was excellent (try nanbu bijin), but pricey.	food	positive
358	sake collection was excellent (try nanbu bijin), but pricey.	price	negative
359	rude service, medicore food...there are tons of restaurants in ny...stay away from this one	service	negative
360	rude service, medicore food...there are tons of restaurants in ny...stay away from this one	food	neutral
361	rude service, medicore food...there are tons of restaurants in ny...stay away from this one	restaurant	negative
362	although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	ambience	neutral
363	although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	food	positive
364	although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	service	positive
365	this place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	restaurant	negative
366	this place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	food	positive
367	this place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	service	negative
368	downtown dinner 2002 - prixe fix: appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	food	positive
369	downtown dinner 2002 - prixe fix: appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	service	negative
370	still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesy of the house...	restaurant	neutral
371	still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesy of the house...	drinks	positive
372	food was just average...if they lowered the prices just a bit, it would be a bigger draw.	food	neutral
373	food was just average...if they lowered the prices just a bit, it would be a bigger draw.	restaurant	negative
374	rude service, mediocre food...there are tons of restaurants in ny...stay away from this one	service	negative
375	rude service, mediocre food...there are tons of restaurants in ny...stay away from this one	food	neutral
376	rude service, mediocre food...there are tons of restaurants in ny...stay away from this one	restaurant	negative
377	this place is really trendy but they have forgotten about the most important part of a  restaurant, the food.	food	negative
378	this place is really trendy but they have forgotten about the most important part of a  restaurant, the food.	ambience	positive
379	still, any quibbles about the bill were off-set by the pour-your-own measures of liqueurs which were courtesy of the house...	restaurant	neutral
380	still, any quibbles about the bill were off-set by the pour-your-own measures of liqueurs which were courtesy of the house...	drinks	positive
381	excellent food, although the interior could use some help.	food	positive
382	excellent food, although the interior could use some help.	ambience	negative
383	the place is a bit hidden away, but once you get there, it's all worth it.	location	neutral
384	the place is a bit hidden away, but once you get there, it's all worth it.	restaurant	positive
385	the space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.	restaurant	negative
386	the space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.	food	positive
387	overpriced japanese food with mediocre service	food	negative
388	overpriced japanese food with mediocre service	service	neutral
389	the food was excellent as well as service, however, i left the four seasons very disappointed.	food	positive
390	the food was excellent as well as service, however, i left the four seasons very disappointed.	service	positive
391	the food was excellent as well as service, however, i left the four seasons very disappointed.	restaurant	negative
392	decor needs to be upgraded but the food is amazing!	ambience	negative
393	decor needs to be upgraded but the food is amazing!	food	positive
394	the high prices you're going to pay is for the view not for the food.	location	neutral
395	the high prices you're going to pay is for the view not for the food.	food	negative
396	the high prices you're going to pay is for the view not for the food.	restaurant	negative
397	the wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	drinks	positive
398	the wine list was extensive - though the staff did not seem knowledgeable about wine pairings.	service	negative
399	the dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	food	positive
400	the dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.	service	negative
401	not what i would expect for the price and prestige of this location.	service	negative
402	not what i would expect for the price and prestige of this location.	restaurant	neutral
403	all in all, i would return - as it was a beautiful restaurant - but i hope the staff pays more attention to the little details in the future.	restaurant	positive
404	all in all, i would return - as it was a beautiful restaurant - but i hope the staff pays more attention to the little details in the future.	ambience	positive
405	all in all, i would return - as it was a beautiful restaurant - but i hope the staff pays more attention to the little details in the future.	service	negative
406	over all the looks of the place exceeds the actual meals.	ambience	positive
407	over all the looks of the place exceeds the actual meals.	food	negative
408	so what you really end up paying for is the restaurant not the food.	restaurant	negative
409	so what you really end up paying for is the restaurant not the food.	ambience	neutral
410	so what you really end up paying for is the restaurant not the food.	food	negative
411	food took some time to prepare, all worth waiting for.	food	positive
412	food took some time to prepare, all worth waiting for.	service	neutral
413	for a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	restaurant	positive
414	for a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.	service	negative
415	despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future.	food	positive
416	despite the confusing mirrors this will likely be my go-to for modern japanese food for the foreseeable future.	ambience	negative
417	not a very fancy place but very good chinese style indian food.	ambience	neutral
418	not a very fancy place but very good chinese style indian food.	food	positive
419	for me dishes a little oily, but overall dining experience good.	food	negative
420	for me dishes a little oily, but overall dining experience good.	restaurant	positive
421	even though the place is not beautiful, the food speaks for itself.	ambience	negative
422	even though the place is not beautiful, the food speaks for itself.	food	positive
423	what you are paying for is the environment and the name.	ambience	neutral
424	what you are paying for is the environment and the name.	restaurant	negative
425	yes, the place is classy and beautiful, but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while.	ambience	positive
426	yes, the place is classy and beautiful, but they most certainly target the uber whealthy not the common joe that wants to go all out every once in a while.	restaurant	negative
427	the appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).	food	neutral
428	the appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion (maybe 3 of each).	service	positive
429	i have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which i would expect at a upscale indian restaurant but this place doesn't have an upscale feel.	restaurant	neutral
430	i have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which i would expect at a upscale indian restaurant but this place doesn't have an upscale feel.	food	negative
431	i have it a 4 instead of 5 because of the price (just chicken tikka masala - no bread of rice - is $25), which i would expect at a upscale indian restaurant but this place doesn't have an upscale feel.	ambience	negative
432	but if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for indian food	food	positive
433	but if you're prepared to spend some $ and remember to ask if something they offer is complimentary, then this is the place to go for indian food	restaurant	negative
434	not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	location	neutral
435	not only is it an adventure getting to this somewhat hidden spot, once you enter the unmarked wooden doors, the zen and intimate décor will make you feel like you’re no longer in the city.	ambience	positive
436	price is high but the food is good, so i would come back again.	food	neutral
437	price is high but the food is good, so i would come back again.	restaurant	positive
438	the food was great and tasty, but the sitting space was too small, i don't like being cramp in a corner.	food	positive
439	the food was great and tasty, but the sitting space was too small, i don't like being cramp in a corner.	ambience	negative
440	the food we ordered was excellent, although i wouldn't say the margaritas were anything to write home about.	food	positive
441	the food we ordered was excellent, although i wouldn't say the margaritas were anything to write home about.	drinks	neutral
442	a different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).	service	negative
443	a different server enhanced the fun, dumping our entrees in front of us halfway through our appetizer (which was delicious).	food	positive
444	overall the food quality was pretty good, though i hear the salmon is much better when it hasn't sat cooling in front of the guest.	food	positive
445	overall the food quality was pretty good, though i hear the salmon is much better when it hasn't sat cooling in front of the guest.	service	negative
446	the place has a nice fit-out, some attractive furnishings and, from what i could tell, a reasonable wine list (i was given the food menu when i asked for the carte des vins)	ambience	positive
447	the place has a nice fit-out, some attractive furnishings and, from what i could tell, a reasonable wine list (i was given the food menu when i asked for the carte des vins)	drinks	positive
448	the place has a nice fit-out, some attractive furnishings and, from what i could tell, a reasonable wine list (i was given the food menu when i asked for the carte des vins)	service	negative
449	everything was going good until we got our meals.	restaurant	positive
450	everything was going good until we got our meals.	food	negative
451	the manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.	service	negative
452	the manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.	drinks	positive
453	the manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.	food	positive
454	the decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come!!!!	ambience	neutral
455	the decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come!!!!	food	negative
456	the decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 frickin hours to come!!!!	service	negative
457	though it's been crowded most times i've gone here, bark always delivers on their food.	food	positive
458	though it's been crowded most times i've gone here, bark always delivers on their food.	restaurant	neutral
459	fabulous food - if the front of house staff don't put you off –	food	positive
460	fabulous food - if the front of house staff don't put you off –	service	negative
461	each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes i would never return.	service	neutral
462	each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes i would never return.	food	positive
463	the food and service were fine, however the maitre-d was incredibly unwelcoming and arrogant.	food	positive
464	the food and service were fine, however the maitre-d was incredibly unwelcoming and arrogant.	service	neutral
465	at first glance this place seems a bit pricey for a hot dog joint, but at bark you don't just get your average hot dog.	restaurant	negative
466	at first glance this place seems a bit pricey for a hot dog joint, but at bark you don't just get your average hot dog.	food	positive
